Gene ID,Entrez Gene ID,Gene Symbol,Gene Name,Organism,Unigene ID,Ensembl ID,UniProt ID,Alias,Lifespan Effect,Phenotype Description,Longevity Influence,Max Lifespan Change,Avg Lifespan Change,Method,Bibliographic reference
2059,174150,tcer-1,TransCription Elongation Regulator homolog,Caenorhabditis elegans,18223,,,,increase,Overexpression of tcer-1 extends lifespan.,pro,,15,Overexpression,"3571: Ghazi et al. (2009) ""A transcription elongation factor that links signals from the reproductive system to lifespan extension in Caenorhabditis elegans.""  PLoS Genet. 5(9):e1000639 (19749979)"
1751,174436,tdp-1,Protein TDP-1,Caenorhabditis elegans,,,,,increase,"TDP-1 loss of function mutants display reduced proteotoxicity in worm models and an extended lifespan, which is DAF-16 dependent but not HSF-1 dependent. The increase in lifespan is also accompanied by a reduction in fertility, slower growth and locomotor deficits.",anti,20,20,Loss of function mutation,"3232: Zhang et al. (2012) ""Caenorhabditis elegans RNA-processing protein TDP-1 regulates protein homeostasis and life span.""  J. Biol. Chem. 287(11):8371-8382 (22232551)"
659,177515,tes-1,Temporarily Assigned Gene name,Caenorhabditis elegans,Cel.13642,B0496.8,,,increase,RNA interference increased mean lifespan by 60%.,anti,,60,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
1946,173041,timm-23,"Translocase, Inner Mitochondrial Membrane",Caenorhabditis elegans,0.1894,,,,decrease,RNA interference of F15D3.7 shortens mean lifespan (by 7.4%) compared to wild-type worms.,pro,,7.4,RNA interference,"3539: Bennett et al. (2014) ""Activation of the mitochondrial unfolded protein response does not predict longevity in Caenorhabditis elegans.""  Nat Commun 5:3483 (24662282)"
1950,172302,tin-44,Probable mitochondrial import inner membrane translocase subunit tim-44,Caenorhabditis elegans,0.501,,,,decrease,RNA interference of T09B4.9 shortens mean lifespan (by 11.1%) compared to wild-type worms.,pro,,11.1,RNA interference,"3539: Bennett et al. (2014) ""Activation of the mitochondrial unfolded protein response does not predict longevity in Caenorhabditis elegans.""  Nat Commun 5:3483 (24662282)"
227,177906,tkt-1,Protein TKT-1,Caenorhabditis elegans,Cel.8781,F01G10.1,,,increase,RNA interference increased mean lifespan by 25%.,anti,,25,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
675,172676,tlf-1,TBP-Like Factor,Caenorhabditis elegans,Cel.19460,F39H11.2,,,decrease,RNA interference decreased median lifespan by 33% in wild type animals and 49% in daf-2 mutants.,pro,,33,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
992,180740,tmem-135,K02G10.3,Caenorhabditis elegans,,K02G10.3,,,decrease,"Deletion of the tmem135 orthologue in C. elegans caused a 41.8% (62.8%) reduction in fat stores, a reduction in mitochondrial action potential and decreased longevity of the worm. In stark contrast, C. elegans transgenic animals overexpressing TMEM-135 exhibited increased longevity upon exposure to cold stress.",,,,Deletion,"2453: Exil et al. (2010) ""Stressed-induced TMEM135 protein is part of a conserved genetic network involved in fat storage and longevity regulation in Caenorhabditis elegans.""  PLoS ONE 5(12):e14228 (21151927)"
993,172209,tom-1,TOMosyn synaptic protein,Caenorhabditis elegans,,M01A10.2,,,decrease,33% mean lifespan reduction compared to wild type.,pro,,33,Mutation,"2433: Ch'ng et al. (2008) ""Profiling synaptic proteins identifies regulators of insulin secretion and lifespan.""  PLoS Genet. 4(11):e1000283 (19043554)"
1951,173436,tomm-22,Translocase of Outer Mitochondrial Membrane,Caenorhabditis elegans,0.34305,,,,decrease,RNA interference of tomm-22 shortens mean lifespan (by 14.5%) compared to wild-type worms.,pro,,14.5,RNA interference,"3539: Bennett et al. (2014) ""Activation of the mitochondrial unfolded protein response does not predict longevity in Caenorhabditis elegans.""  Nat Commun 5:3483 (24662282)"
676,266847,top-1,TOPoisomerase,Caenorhabditis elegans,Cel.17282,M01E5.5,,,decrease,RNA interference decreased median lifespan by 19% in wild type animals and 42% in daf-2 mutants.,pro,,19,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
680,176825,tpa-1,TPA (tetradecanoyl phorbol acetate) resistant,Caenorhabditis elegans,Cel.12259,B0545.1,,,increase,RNA interference in adulthood extended mean lifespan by 28%.,anti,,28,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
81,178619,trim-9,Protein TRIM-9,Caenorhabditis elegans,Cel.6949,C39F7.2,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
1793,178118,trpa-1,Protein TRPA-1,Caenorhabditis elegans,,,,,increase,"Overexpression of wild-type trpa-1 extends lifespan at 20C and 15C (but not at 25C). Additionally, trpa-1 null mutant worms are short lived at 20C and 15C (but not at 25C).",pro,,33.5,Overexpression,"3245: Xiao et al. (2013) ""A genetic program promotes C. elegans longevity at cold temperatures via a thermosensitive TRP channel.""  Cell 152(4):806-817 (23415228)"
31,181863,trx-1,ThioRedoXin,Caenorhabditis elegans,Cel.16076,B0228.5,,,decrease,Mutants with a deletion in the gene display a decrease in lifespan and are sensitive to oxidative stress.,pro,,,Deletion,"1920: Jee et al. (2005) ""Thioredoxin is related to life span regulation and oxidative stress response in Caenorhabditis elegans.""  Genes Cells 10(12):1203-1210 (16324156)"
2118,173856,try-1,TRYpsin-like protease,Caenorhabditis elegans,,,,,increase,In a large scale screen downregulation of try-1 in worms increased mean lifespan by >5%.,anti,,,RNA interference,"4413: Mansfeld et al. (2015) ""Branched-chain amino acid catabolism is a conserved regulator of physiological ageing.""  Nat Commun 6:10043 (26620638)"
2227,192059,tsp-3,TetraSPanin 3,Caenorhabditis elegans,,,,,increase,Downregulation of tsp-3 in worms extended lifespan by 41% at 25 degrees celcius but not at 15 degrees celcius. Functional decline was delayed in the long-lived worms.,anti,,41,RNA interference,"4767: Sutphin et al. (2017) ""Caenorhabditis elegans orthologs of human genes differentially expressed with age are enriched for determinants of longevity.""  Aging Cell 16(4):672-682 (28401650)"
1921,173327,ttm-5,Putative sphingolipid delta(4)-desaturase/C4-hydroxylase,Caenorhabditis elegans,0.16375,,,,increase,"RNA interference of TTM-5 (Y54E5A.1), an ortholog of human delta(4)-desaturase, sphingolipid 2, results in both mean and maximum lifespan extension.",anti,12,40,RNA interference,"3526: Cutler et al. (2014) ""Sphingolipid metabolism regulates development and lifespan in Caenorhabditis elegans.""  Mech. Ageing Dev. 143-144:9-18 (25437839)"
688,186958,ttr-1,TransThyretin-Related family domain,Caenorhabditis elegans,Cel.10318,K03H1.6,,,increase,RNA interference extends mean lifespan by 14-19%.,anti,,19,RNA interference,"2240: Hansen et al. (2005) ""New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen.""  PLoS Genet. 1(1):119-128 (16103914)"
82,176312,ttr-5,TransThyretin-Related family domain,Caenorhabditis elegans,Cel.10721,C40H1.5,,,increase,RNA interference increased mean lifespan 14%.,anti,,14,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
1741,180313,ttx-1,Protein TTX-1,Caenorhabditis elegans,,Y113G7A.6,,,decrease,"Animals in which the thermosensory AFD neurons had been laser ablated, as well as animals that carry ttx-1 mutations, live up to 25% shorter than normal at 25 degrees C, a warm temperature, but neither AFD ablation nor ttx-1 mutation do not influence life span at 15 or 20 degrees C.",pro,,25,Mutation,"2546: Lee and Kenyon (2009) ""Regulation of the longevity response to temperature by thermosensory neurons in Caenorhabditis elegans.""  Curr. Biol. 19(9):715-722 (19375320)"
994,181357,ttx-3,abnormal ThermoTaXis,Caenorhabditis elegans,,C40H5.5,,,decrease,Mean lifespan was shorter by 10% compared to WT,pro,,10,Mutations,"2428: Shen et al. (2010) ""Regulation of longevity by genes required for the functions of AIY interneuron in nematode Caenorhabditis elegans.""  Mech. Ageing Dev. 131(11-12):732-738 (21055415)"
689,174312,tub-1,TUBby-related,Caenorhabditis elegans,Cel.19577,F10B5.4,,,increase,Mutation leads to life-extension dependent on daf-16.,anti,,,Mutation,"2373: Mukhopadhyay et al. (2005) ""C. elegans tubby regulates life span and fat storage by two independent mechanisms.""  Cell Metab. 2(1):35-42 (16054097)"
690,175398,tufm-1,"TU elongation Factor (EF-Tu), Mitochondrial",Caenorhabditis elegans,Cel.19368,Y71H2AM.23,,,increase,RNA interference increased mean lifespan by 89%.,anti,,89,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
692,177073,ubc-13,UBiquitin Conjugating enzyme,Caenorhabditis elegans,Cel.7386,Y54G2A.31,,,decrease,RNA interference decreased median lifespan by 19% in daf-2 mutants.,pro,,,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
693,179039,ubh-1,UBiquitin C-terminal Hydrolase (family 1),Caenorhabditis elegans,Cel.3544,F46E10.8,,,decrease,RNA interference resulted in decreased lifespan and earlier accumulation of lipofuscin.,pro,,,RNA interference,"2290: Ha et al. (2006) ""Caenorhabditis elegans as a screening tool for the endothelial cell-derived putative aging-related proteins detected by proteomic analysis.""  Proteomics 6(11):3339-3351 (16673436)"
694,259626,ubh-3,UBiquitin C-terminal Hydrolase (family 1),Caenorhabditis elegans,Cel.7801,Y40G12A.1,,,decrease,RNA interference resulted in decreased lifespan and earlier accumulation of lipofuscin.,pro,,,RNA interference,"2290: Ha et al. (2006) ""Caenorhabditis elegans as a screening tool for the endothelial cell-derived putative aging-related proteins detected by proteomic analysis.""  Proteomics 6(11):3339-3351 (16673436)"
58,174289,ubh-4,UBiquitin C-terminal Hydrolase,Caenorhabditis elegans,Cel.15951,C08B11.7,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
697,175772,ucr-1,Ubiquinol-Cytochrome c oxidoReductase complex,Caenorhabditis elegans,Cel.5626,F56D2.1,,,increase,RNA interference increased mean lifespan by 20%.,anti,,20,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
697,175772,ucr-1,Ubiquinol-Cytochrome c oxidoReductase complex,Caenorhabditis elegans,Cel.5626,F56D2.1,,,increase,RNAi led to a 110% mean lifespan extension.,anti,,110,RNA interference,"2426: Zuryn et al. (2010) ""Mitochondrial dysfunction in Caenorhabditis elegans causes metabolic restructuring, but this is not linked to longevity.""  Mech. Ageing Dev. 131(9):554-561 (20688098)"
697,175772,ucr-1,Ubiquinol-Cytochrome c oxidoReductase complex,Caenorhabditis elegans,Cel.5626,F56D2.1,,,increase,RNA interference of ucr-1 results in an increased lifespan.,anti,,14.1,RNA interference,"3567: Reis-Rodrigues et al. (2012) ""Proteomic analysis of age-dependent changes in protein solubility identifies genes that modulate lifespan.""  Aging Cell 11(1):120-127 (22103665)"
995,175248,ucr-2.3,Ubiquinol-Cytochrome c oxidoReductase complex,Caenorhabditis elegans,,T24C4.1,,,increase,15% mean lifespan extension,anti,,15,RNA interference,"2426: Zuryn et al. (2010) ""Mitochondrial dysfunction in Caenorhabditis elegans causes metabolic restructuring, but this is not linked to longevity.""  Mech. Ageing Dev. 131(9):554-561 (20688098)"
698,3565860,ufd-1,Ubiquitin Fusion Degradation (yeast UFD homolog),Caenorhabditis elegans,Cel.22547,F19B6.2,,,decrease,"RNA interference decreased median lifespan by 64% in wild type animals, 77% in a daf-2 background and 42% in daf-2/daf-16 double mutants.",pro,,64,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
2156,171778,ule-1,Uterine Lumin Expressed/locailized,Caenorhabditis elegans,,,,,decrease,Worms overexpressing ule-1 demonstrated a decrease in median lifespan (24%) when compared to the control. Two expression lines were used. These results were consistent for other uterine proteins.,anti,,24,Overexpression,"4419: Zimmerman et al. (2015) ""Reproductive Aging Drives Protein Accumulation in the Uterus and Limits Lifespan in C. elegans.""  PLoS Genet. 11(12):e1005725 (26656270)"
2157,4927009,ule-2,Uterine Lumin Expressed/locailized,Caenorhabditis elegans,,,,,decrease,"Worms overexpressing ule-2 demonstrated a decrease in median lifespan (26%) when compared to the control. Two expression lines were used. These results were consistent for other uterine proteins. Additionally, simultaneous downregulation of ule-3, ule-4, ule-5, and ule-2 increased lifespan by 15-20% compared to the control.",anti,,26,Overexpression,"4419: Zimmerman et al. (2015) ""Reproductive Aging Drives Protein Accumulation in the Uterus and Limits Lifespan in C. elegans.""  PLoS Genet. 11(12):e1005725 (26656270)"
2158,179497,ule-3,Uterine Lumin Expressed/locailized,Caenorhabditis elegans,,,,,decrease,"Worms overexpressing ule-3 demonstrated a decrease in median lifespan (27%) when compared to the control. Two expression lines were used. These results were consistent for other uterine proteins. Additionally, simultaneous downregulation of ule-3, ule-4, ule-5, and ule-2 increased lifespan by 15-20% compared to the control.",anti,,27,Overexpression,"4419: Zimmerman et al. (2015) ""Reproductive Aging Drives Protein Accumulation in the Uterus and Limits Lifespan in C. elegans.""  PLoS Genet. 11(12):e1005725 (26656270)"
2159,178331,ule-4,UPF0375 protein C08F11.11,Caenorhabditis elegans,,,,,decrease,"Worms overexpressing ule-4 demonstrated a decrease in median lifespan (26%) when compared to the control. Two expression lines were used. These results were consistent for other uterine proteins. Additionally, simultaneous downregulation of ule-3, ule-4, ule-5, and ule-2 increased lifespan by 15-20% compared to the control.",anti,,26,Overexpression,"4419: Zimmerman et al. (2015) ""Reproductive Aging Drives Protein Accumulation in the Uterus and Limits Lifespan in C. elegans.""  PLoS Genet. 11(12):e1005725 (26656270)"
2160,181365,ule-5,Uterine Lumin Expressed/locailized,Caenorhabditis elegans,,,,,decrease,"Worms overexpressing ule-5 demonstrated a decrease in median lifespan (27%) when compared to the control. Two expression lines were used. These results were consistent for other uterine proteins. Additionally, simultaneous downregulation of ule-3, ule-4, ule-5, and ule-2 increased lifespan by 15-20% compared to the control.",anti,,27,Overexpression,"4419: Zimmerman et al. (2015) ""Reproductive Aging Drives Protein Accumulation in the Uterus and Limits Lifespan in C. elegans.""  PLoS Genet. 11(12):e1005725 (26656270)"
